college_gsis_id,position,player_name,season,team,school_code,passing_attempts,passing_completions,passing_yards,passing_completion_percentage,passing_touchdowns,passing_interceptions,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_receptions,receiving_touchdowns,receiving_yards,defense_pass_breakups,defense_qb_hurries,defense_sacks,defense_solo_tackles,defense_total_tackles,defense_tackles_for_loss,defense_interceptions,defense_touchdowns,kickreturns_avg,kickreturns_long,kickreturns_no,kickreturns_touchdowns,kickreturns_yards,puntreturns_avg,puntreturns_long,puntreturns_no,puntreturns_td,puntreturns_yds,total_fumbles,total_fumbles_lost
327725,OT,Doug Nester,2021,West Virginia,WVUN,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
327734,DS,Tre'Vius Hodges-Tomlinson,2019,TCU,TXCU,,,,,,,,,,,,,1,0,0,7,8,0,,0,,,,,,,,,,,,
327734,DS,Tre'Vius Hodges-Tomlinson,2020,TCU,TXCU,,,,,,,,,,,,,13,1,0,14,26,0,,0,,,,,,,,,,,,
327734,DS,Tre'Vius Hodges-Tomlinson,2021,TCU,TXCU,,,,,,,,,,,,,7,0,0,32,41,2,2,1,,,,,,,,,,,,
327734,DS,Tre'Vius Hodges-Tomlinson,2022,TCU,TXCU,,,,,,,,,,,,,11,0,0,33,40,2,3,0,,,,,,,,,,,,
327751,WR,Tahj Washington,2019,Memphis,TNMS,,,,,,,,,,3,0,32,,,,,,,,,,,,,,,,,,,,
327751,WR,Tahj Washington,2020,Memphis,TNMS,,,,,,,4,11,1,43,6,743,0,0,0,4,4,0,,0,20.2,32,12,0,242,,,,,,3,1
327751,WR,Tahj Washington,2021,USC,CASC,,,,,,,,,,54,1,602,0,0,0,1,1,0,,0,17.3,24,7,0,121,,,,,,,
327751,WR,Tahj Washington,2022,USC,CASC,,,,,,,,,,50,6,785,,,,,,,,,25,42,3,0,75,,,,,,,
327751,WR,Tahj Washington,2023,USC,CASC,,,,,,,1,10,0,59,8,1062,0,0,0,2,2,0,,0,,,,,,,,,,,,
327784,IB,Steele Chambers,2019,Ohio State,OHST,,,,,,,19,135,1,,,,,,,,,,,,,,,,,,,,,,,
327784,IB,Steele Chambers,2020,Ohio State,OHST,,,,,,,9,86,0,,,,0,0,0,1,1,0,,0,,,,,,,,,,,1,1
327784,IB,Steele Chambers,2021,Ohio State,OHST,,,,,,,,,,,,,2,2,1,27,47,5,1,0,13,13,1,0,13,,,,,,,
327784,IB,Steele Chambers,2022,Ohio State,OHST,,,,,,,,,,,,,3,2,2,40,70,6.5,2,0,,,,,,,,,,,0,0
327784,IB,Steele Chambers,2023,Ohio State,OHST,,,,,,,,,,,,,1,1,0,41,83,1.5,1,0,,,,,,,,,,,,
327851,DT,Nathan Pickering,2019,Mississippi State,MSST,,,,,,,,,,,,,0,0,3,5,11,6,,0,,,,,,,,,,,,
327851,DT,Nathan Pickering,2020,Mississippi State,MSST,,,,,,,,,,,,,0,1,2,2,15,2,,0,,,,,,,,,,,,
327851,DT,Nathan Pickering,2021,Mississippi State,MSST,,,,,,,,,,,,,0,2,4,13,27,7,,0,,,,,,,,,,,,
327851,DT,Nathan Pickering,2022,Mississippi State,MSST,,,,,,,,,,,,,1,2,2,11,25,4.5,,0,,,,,,,,,,,,
327851,DT,Nathan Pickering,2023,Mississippi State,MSST,,,,,,,,,,,,,0,3,2,17,44,3,,0,,,,,,,,,,,0,0
327913,DT,Zion Logue,2020,Georgia,GAUN,,,,,,,,,,,,,0,0,0,3,8,1,,0,,,,,,,,,,,,
327913,DT,Zion Logue,2021,Georgia,GAUN,,,,,,,,,,,,,0,0,1,6,11,1,,0,,,,,,,,,,,,
327913,DT,Zion Logue,2022,Georgia,GAUN,,,,,,,,,,,,,1,0,0,9,15,0,,0,,,,,,,,,,,0,0
327913,DT,Zion Logue,2023,Georgia,GAUN,,,,,,,,,,,,,2,0,0.5,9,17,2.5,,0,,,,,,,,,,,,
327928,OT,Xavier Truss,2023,Georgia,GAUN,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
327944,DE,Mohamed Kamara,2019,Colorado State,COST,,,,,,,,,,,,,0,1,0,11,22,1.5,,1,,,,,,,,,,,0,0
327944,DE,Mohamed Kamara,2020,Colorado State,COST,,,,,,,,,,,,,0,1,1.5,7,21,1.5,,0,,,,,,,,,,,,
327944,DE,Mohamed Kamara,2021,Colorado State,COST,,,,,,,,,,,,,1,2,7.5,22,36,9.5,,0,,,,,,,,,,,,
327944,DE,Mohamed Kamara,2022,Colorado State,COST,,,,,,,,,,,,,0,11,8,24,43,15.5,,0,,,,,,,,,,,0,0
327944,DE,Mohamed Kamara,2023,Colorado State,COST,,,,,,,,,,,,,1,10,12,28,55,16,,0,,,,,,,,,,,0,0
327982,DE,Grayson Murphy,2020,North Texas,TXNO,,,,,,,,,,,,,0,4,3,7,19,4,,0,,,,,,,,,,,,
327982,DE,Grayson Murphy,2021,North Texas,TXNO,,,,,,,,,,,,,0,9,8.5,17,37,14.5,,0,,,,,,,,,,,0,0
327982,DE,Grayson Murphy,2022,UCLA,CALA,,,,,,,,,,,,,1,0,5,17,26,9,,0,,,,,,,,,,,,
327982,DE,Grayson Murphy,2023,UCLA,CALA,,,,,,,,,,,,,1,10,5.5,23,33,9.5,,0,,,,,,,,,,,,
328048,DC,M.J. Devonshire,2019,Kentucky,KYUN,,,,,,,,,,,,,1,0,0,5,5,0,,0,,,,,,,,,,,,
328048,DC,M.J. Devonshire,2020,Kentucky,KYUN,,,,,,,,,,,,,1,0,0,1,1,0,,0,,,,,,,,,,,,
328048,DC,M.J. Devonshire,2021,Pittsburgh,PAPT,,,,,,,,,,,,,3,0,0,10,17,1,1,0,,,,,,,,,,,,
328048,DC,M.J. Devonshire,2022,Pittsburgh,PAPT,,,,,,,,,,,,,8,1,0,21,30,0,3,3,0,0,2,0,0,9.8,82,25,1,245,1,0
328048,DC,M.J. Devonshire,2023,Pittsburgh,PAPT,,,,,,,,,,,,,10,0,0,18,32,0.5,4,1,,,,,,5.1,34,20,0,101,2,1
328168,DS,Craig Woodson,2019,California,CAUN,,,,,,,,,,,,,0,0,0,2,2,0,,0,,,,,,,,,,,,
328168,DS,Craig Woodson,2020,California,CAUN,,,,,,,,,,,,,2,0,0,14,18,0,,0,,,,,,9,0,1,0,9,,
328168,DS,Craig Woodson,2022,California,CAUN,,,,,,,,,,,,,3,2,0,54,76,3,2,1,,,,,,,,,,,,
328168,DS,Craig Woodson,2023,California,CAUN,,,,,,,,,,,,,4,0,0.5,54,80,4,1,0,,,,,,,,,,,,
328168,DS,Craig Woodson,2024,California,CAUN,,,,,,,,,,,,,7,1,0,45,70,2.5,2,0,,,,,,,,,,,0,0
328186,OT,Carter Warren,2022,Pittsburgh,PAPT,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
328191,DT,Jamree Kromah,2018,Rutgers,NJRU,,,,,,,,,,,,,0,0,0,0,1,0,,0,,,,,,,,,,,,
328191,DT,Jamree Kromah,2019,Rutgers,NJRU,,,,,,,,,,,,,0,2,0.5,1,7,1,,0,,,,,,,,,,,,
328191,DT,Jamree Kromah,2021,Rutgers,NJRU,,,,,,,,,,,,,0,0,0,3,9,2.5,,0,,,,,,,,,,,,
328191,DT,Jamree Kromah,2022,James Madison,VAJM,,,,,,,,,,,,,0,3,4.5,8,19,5.5,,0,,,,,,,,,,,,
328191,DT,Jamree Kromah,2023,James Madison,VAJM,,,,,,,,,,,,,0,4,9,30,58,19.5,,0,,,,,,,,,,,0,0
328197,DE,Khalid Duke,2019,Kansas State,KSST,,,,,,,,,,,,,1,0,2,5,7,3,,0,,,,,,,,,,,,
328197,DE,Khalid Duke,2020,Kansas State,KSST,,,,,,,,,,,,,0,5,1,17,26,3,,0,,,,,,,,,,,,
328197,DE,Khalid Duke,2021,Kansas State,KSST,,,,,,,,,,,,,0,0,2,3,6,2,,0,,,,,,,,,,,,
328197,DE,Khalid Duke,2022,Kansas State,KSST,,,,,,,,,,,,,1,3,3,29,39,5,,0,,,,,,,,,,,,
328197,DE,Khalid Duke,2023,Kansas State,KSST,,,,,,,,,,,,,0,2,6,14,19,8,,0,,,,,,,,,,,,
328254,DS,Shilo Sanders,2019,South Carolina,SCUN,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
328254,DS,Shilo Sanders,2020,South Carolina,SCUN,,,,,,,,,,,,,1,0,0,23,32,1,,0,,,,,,,,,,,,
328254,DS,Shilo Sanders,2021,Jackson State,MSJA,,,,,,,,,,,,,0,0,0,2,2,0,,0,,,,,,,,,,,,
328254,DS,Shilo Sanders,2022,Jackson State,MSJA,,,,,,,,,,,,,,,,,,,1,,,,,,,2,2,1,0,2,,
328254,DS,Shilo Sanders,2023,Colorado,COUN,,,,,,,,,,,,,3,1,0,54,67,0.5,1,1,,,,,,,,,,,0,0
328254,DS,Shilo Sanders,2024,Colorado,COUN,,,,,,,,,,,,,2,0,1,44,64,3,,1,,,,,,,,,,,0,0
328261,QB,Max Brosmer,2019,New Hampshire,NHUN,38,19,224,0.5,2,1,3,-1,0,,,,,,,,,,,,,,,,,,,,,,,
328261,QB,Max Brosmer,2022,New Hampshire,NHUN,420,263,3154,0.626,27,8,75,117,2,,,,,,,,,,,,,,,,,,,,,,6,3
328261,QB,Max Brosmer,2023,New Hampshire,NHUN,455,291,3459,0.64,29,6,56,127,5,,,,,,,,,,,,,,,,,,,,,,2,1
328261,QB,Max Brosmer,2024,Minnesota,MNUN,403,268,2829,0.665,18,6,71,-37,5,,,,,,,,,,,,,,,,,,,,,,3,2
328455,DC,Myles Brooks,2020,Stephen F. Austin,TXSF,,,,,,,,,,,,,2,0,0,8,10,0,,0,,,,,,,,,,,,
328455,DC,Myles Brooks,2021,Stephen F. Austin,TXSF,,,,,,,,,,2,0,23,1,0,0,0,1,0,,0,,,,,,,,,,,,
328455,DC,Myles Brooks,2022,Louisiana Tech,LATC,,,,,,,,,,,,,7,0,0,21,28,3,3,1,,,,,,,,,,,,
329552,DC,Alijah Huzzie,2021,East Tennessee State,TNEA,,,,,,,,,,,,,1,0,0,7,7,1,,0,,,,,,,,,,,,
329552,DC,Alijah Huzzie,2022,East Tennessee State,TNEA,,,,,,,,,,,,,1,0,0,1,3,0,5,0,,,,,,15.3,62,9,0,138,1,0
329552,DC,Alijah Huzzie,2023,North Carolina,NCUN,,,,,,,,,,,,,6,1,0,30,42,1,3,1,,,,,,16,52,7,1,112,,
329552,DC,Alijah Huzzie,2024,North Carolina,NCUN,,,,,,,,,,,,,8,1,2,24,36,4,1,1,,,,,,11.8,69,13,1,153,,
330226,DC,A.J. Woods,2019,Pittsburgh,PAPT,,,,,,,,,,,,,0,0,0,0,1,0,,0,15.7,20,3,0,47,,,,,,,
330226,DC,A.J. Woods,2020,Pittsburgh,PAPT,,,,,,,,,,,,,2,0,0,15,17,1,1,0,,,,,,,,,,,,
330226,DC,A.J. Woods,2021,Pittsburgh,PAPT,,,,,,,,,,,,,7,0,0,20,26,0.5,1,0,,,,,,,,,,,,
330226,DC,A.J. Woods,2022,Pittsburgh,PAPT,,,,,,,,,,,,,12,1,0,20,28,2,1,0,,,,,,,,,,,,
330226,DC,A.J. Woods,2023,Pittsburgh,PAPT,,,,,,,,,,,,,3,2,2,15,30,3.5,1,0,17,17,1,0,17,,,,,,,
330299,DE,Jose Ramirez,2020,Eastern Michigan,MIEA,,,,,,,,,,,,,1,2,1,9,26,1.5,,0,,,,,,,,,,,,
330299,DE,Jose Ramirez,2021,Eastern Michigan,MIEA,,,,,,,,,,,,,4,10,6.5,30,62,11,,0,,,,,,,,,,,,
330299,DE,Jose Ramirez,2022,Eastern Michigan,MIEA,,,,,,,,,,,,,2,10,12,36,62,19.5,,0,,,,,,,,,,,0,0
330326,DT,Jared Harrison-Hunte,2020,Miami,FLMI,,,,,,,,,,,,,0,1,3,9,17,6,,0,,,,,,,,,,,,
330326,DT,Jared Harrison-Hunte,2021,Miami,FLMI,,,,,,,,,,,,,1,4,2,9,17,6.5,,0,,,,,,,,,,,,
330326,DT,Jared Harrison-Hunte,2022,Miami,FLMI,,,,,,,,,,,,,0,0,2,12,16,4,,0,,,,,,,,,,,,
330326,DT,Jared Harrison-Hunte,2023,Miami,FLMI,,,,,,,,,,,,,0,2,2,10,25,2,,0,,,,,,,,,,,0,0
330326,DT,Jared Harrison-Hunte,2024,SMU,TXMU,,,,,,,,,,,,,0,5,6.5,17,40,7.5,1,0,,,,,,,,,,,,
330335,WR,Malik Washington,2019,Northwestern,ILNW,,,,,,,,,,6,0,42,0,0,0,1,1,0,,0,,,,,,,,,,,1,1
330335,WR,Malik Washington,2020,Northwestern,ILNW,,,,,,,1,8,0,5,0,51,,,,,,,,,,,,,,,,,,,,
330335,WR,Malik Washington,2021,Northwestern,ILNW,,,,,,,5,-2,0,44,2,578,0,0,0,1,1,0,,0,,,,,,,,,,,2,1
330335,WR,Malik Washington,2022,Northwestern,ILNW,1,1,6,1,0,0,9,16,0,65,1,694,0,0,0,2,2,0,,0,,,,,,,,,,,2,2
330335,WR,Malik Washington,2023,Virginia,VAUN,1,0,0,0,0,0,3,7,0,110,9,1426,,,,,,,,,19.8,40,13,0,257,,,,,,,
330388,WR,Anthony Gould,2020,Oregon State,ORST,,,,,,,,,,,,,,,,,,,,,,,,,,-5,0,1,0,-5,,
330388,WR,Anthony Gould,2021,Oregon State,ORST,,,,,,,5,50,1,13,1,185,0,0,0,0,1,0,,0,,,,,,10.3,26,4,0,41,,
330388,WR,Anthony Gould,2022,Oregon State,ORST,,,,,,,2,11,0,27,3,457,0,0,0,1,2,0,,2,,,,,,18.6,80,14,2,260,,
330388,WR,Anthony Gould,2023,Oregon State,ORST,,,,,,,4,22,0,44,2,718,,,,,,,,,,,,,,17.5,28,6,0,105,2,1
330521,QB,Jack Plummer,2019,Purdue,INPU,242,145,1605,0.599,11,8,62,56,0,,,,,,,,,,,,,,,,,,,,,,3,1
330521,QB,Jack Plummer,2020,Purdue,INPU,124,88,938,0.71,8,2,16,21,1,,,,0,0,0,0,1,0,,0,,,,,,,,,,,,
330521,QB,Jack Plummer,2021,Purdue,INPU,127,87,864,0.685,7,0,27,-3,0,,,,,,,,,,,,,,,,,,,,,,1,1
330521,QB,Jack Plummer,2022,California,CAUN,451,282,3096,0.625,21,9,52,-126,1,,,,,,,,,,,,,,,,,,,,,,2,0
330521,QB,Jack Plummer,2023,Louisville,KYLO,395,256,3204,0.648,21,12,98,34,1,,,,0,0,0,1,1,0,,0,,,,,,,,,,,8,4
330671,WR,Theo Wease,2019,Oklahoma,OKUN,,,,,,,,,,7,2,131,,,,,,,,,,,,,,,,,,,,
330671,WR,Theo Wease,2020,Oklahoma,OKUN,,,,,,,1,-10,0,37,4,530,0,0,0,1,1,0,,0,,,,,,,,,,,,
330671,WR,Theo Wease,2021,Oklahoma,OKUN,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
330671,WR,Theo Wease,2022,Oklahoma,OKUN,,,,,,,,,,19,4,378,,,,,,,,,,,,,,,,,,,,
330671,WR,Theo Wease,2023,Missouri,MOUN,,,,,,,,,,48,6,661,,,,,,,,,,,,,,,,,,,1,1
330671,WR,Theo Wease,2024,Missouri,MOUN,,,,,,,,,,60,4,884,,,,,,,,,,,,,,,,,,,,
330695,DC,Isas Waxter,2021,Villanova,PAVI,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
330695,DC,Isas Waxter,2023,Villanova,PAVI,,,,,,,,,,,,,0,0,0,2,3,0,3,0,,,,,,,,,,,,
330695,DC,Isas Waxter,2024,Villanova,PAVI,,,,,,,,,,,,,0,0,0,2,2,1,,0,,,,,,,,,,,0,0
330787,DC,Jermari Harris,2019,Iowa,IAUN,,,,,,,,,,,,,0,0,0,2,2,0,,0,,,,,,,,,,,,
330787,DC,Jermari Harris,2021,Iowa,IAUN,,,,,,,,,,,,,4,0,0,22,34,1.5,4,0,,,,,,,,,,,,
330787,DC,Jermari Harris,2023,Iowa,IAUN,,,,,,,,,,,,,8,0,0,31,42,1,1,0,,,,,,,,,,,,
330787,DC,Jermari Harris,2024,Iowa,IAUN,,,,,,,,,,,,,7,0,0,19,27,1,3,1,,,,,,,,,,,,
330865,IB,Jason Johnson,2021,Eastern Illinois,ILEA,,,,,,,,,,,,,0,0,0,1,3,0.5,,0,,,,,,,,,,,0,0
330865,IB,Jason Johnson,2022,UCF,FLCE,,,,,,,,,,,,,0,4,1.5,65,117,5,,0,,,,,,,,,,,0,0
330865,IB,Jason Johnson,2023,UCF,FLCE,,,,,,,,,,,,,1,0,3,60,104,6,,0,,,,,,,,,,,0,0
331921,OT,Josiah Ezirim,2020,Eastern Kentucky,KYEA,,,,,,,,,,,,,0,0,0,0,4,0,,0,,,,,,,,,,,,
332504,QB,Austin Reed,2022,Western Kentucky,KYWE,602,390,4747,0.648,40,11,90,232,8,,,,,,,,,,,,,,,,,,,,,,7,3
332504,QB,Austin Reed,2023,Western Kentucky,KYWE,470,289,3324,0.615,31,11,42,100,4,,,,,,,,,,,,,,,,,,,,,,1,0
336471,WR,Isaiah Williams,2019,Illinois,ILUN,10,3,38,0.3,0,1,9,16,0,3,0,9,,,,,,,,,,,,,,,,,,,1,1
336471,WR,Isaiah Williams,2020,Illinois,ILUN,63,26,393,0.413,4,2,63,389,1,,,,,,,,,,,,,,,,,,,,,,3,2
336471,WR,Isaiah Williams,2021,Illinois,ILUN,1,0,0,0,0,0,12,61,2,47,4,525,,,,,,,,,,,,,,,,,,,,
336471,WR,Isaiah Williams,2022,Illinois,ILUN,,,,,,,7,5,0,81,5,709,0,0,0,1,1,0,,0,,,,,,7.5,24,16,0,120,4,3
336471,WR,Isaiah Williams,2023,Illinois,ILUN,1,1,14,1,1,0,12,38,0,82,5,1055,,,,,,,,,,,,,,11.5,31,11,0,127,3,3
336489,IB,Jackson Mitchell,2019,UConn,CTUN,,,,,,,,,,,,,1,0,0.5,30,65,2,,0,,,,,,,,,,,0,0
336489,IB,Jackson Mitchell,2021,UConn,CTUN,,,,,,,,,,,,,2,0,1.5,40,113,5,1,0,,,,,,,,,,,,
336489,IB,Jackson Mitchell,2022,UConn,CTUN,,,,,,,,,,,,,3,2,4.5,50,133,7,1,0,,,,,,,,,,,0,0
336489,IB,Jackson Mitchell,2023,UConn,CTUN,,,,,,,,,,,,,1,4,1,56,113,7,1,0,,,,,,,,,,,0,0
336496,QB,John Rhys Plumlee,2019,Ole Miss,MSUN,149,79,910,0.53,4,2,154,1020,12,,,,,,,,,,,,,,,,,,,,,,4,3
336496,QB,John Rhys Plumlee,2020,Ole Miss,MSUN,6,4,51,0.667,1,0,25,94,0,6,0,79,,,,,,,,,,,,,,,,,,,,
336496,QB,John Rhys Plumlee,2021,Ole Miss,MSUN,1,1,6,1,0,0,9,72,0,19,0,201,,,,,,,,,7,14,2,0,14,,,,,,,
336496,QB,John Rhys Plumlee,2022,UCF,FLCE,346,218,2586,0.63,14,8,158,848,11,1,0,16,0,0,0,0,1,0,,0,,,,,,,,,,,6,3
336496,QB,John Rhys Plumlee,2023,UCF,FLCE,256,161,2271,0.629,15,8,106,505,5,,,,,,,,,,,,,,,,,,,,,,4,3
337048,QB,Devin Leary,2019,NC State,NCST,210,101,1219,0.481,8,5,40,46,0,,,,0,0,0,3,4,1,,0,,,,,,,,,,,5,1
337048,QB,Devin Leary,2020,NC State,NCST,109,65,879,0.596,8,2,19,7,0,,,,0,0,0,0,1,0,,0,,,,,,,,,,,1,1
337048,QB,Devin Leary,2021,NC State,NCST,431,283,3433,0.657,35,5,54,-73,2,,,,0,0,0,1,1,0,,0,,,,,,,,,,,3,1
337048,QB,Devin Leary,2022,NC State,NCST,193,118,1265,0.611,11,4,23,1,3,,,,,,,,,,,,,,,,,,,,,,1,0
337048,QB,Devin Leary,2023,Kentucky,KYUN,371,209,2746,0.563,25,12,42,-60,1,1,0,-4,,,,,,,,,,,,,,,,,,,4,2
337079,OT,Andrew Coker,2020,TCU,TXCU,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
337079,OT,Andrew Coker,2021,TCU,TXCU,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
337156,DC,Jaquan Sheppard,2019,Cincinnati,OHCI,,,,,,,,,,,,,0,0,0,4,5,0,,0,,,,,,,,,,,,
337156,DC,Jaquan Sheppard,2020,Cincinnati,OHCI,,,,,,,,,,,,,0,0,0,4,5,1,,0,,,,,,,,,,,,
337156,DC,Jaquan Sheppard,2021,Cincinnati,OHCI,,,,,,,,,,,,,0,0,0,2,3,0,,0,,,,,,,,,,,,
337156,DC,Jaquan Sheppard,2022,Cincinnati,OHCI,,,,,,,,,,,,,10,0,1,33,50,4.5,,0,,,,,,,,,,,,
337156,DC,Jaquan Sheppard,2023,Maryland,MDUN,,,,,,,,,,,,,8,0,1,28,31,3,,0,,,,,,,,,,,,
337511,IB,Anfernee Orji,2019,Vanderbilt,TNVA,,,,,,,,,,,,,1,1,0,2,6,0,,0,,,,,,,,,,,,
337511,IB,Anfernee Orji,2020,Vanderbilt,TNVA,,,,,,,,,,,,,2,0,1,30,65,1.5,,0,,,,,,,,,,,,
337511,IB,Anfernee Orji,2021,Vanderbilt,TNVA,,,,,,,,,,,,,1,2,1,43,71,11.5,,0,,,,,,,,,,,,
337511,IB,Anfernee Orji,2022,Vanderbilt,TNVA,,,,,,,,,,,,,0,2,1,52,106,6.5,1,0,,,,,,,,,,,0,0
337575,WR,Juwan Johnson,2017,Penn State,PAST,,,,,,,,,,54,1,701,,,,,,,,,1,1,1,0,1,,,,,,,
337575,WR,Juwan Johnson,2018,Penn State,PAST,,,,,,,,,,25,1,352,,,,,,,,,,,,,,,,,,,,
337575,WR,Juwan Johnson,2019,Oregon,ORUN,1,0,0,0,0,0,,,,30,4,467,,,,,,,,,,,,,,,,,,,,
337584,DC,Daequan Hardy,2020,Penn State,PAST,,,,,,,,,,,,,2,1,1,8,10,1,,0,,,,,,,,,,,,
337584,DC,Daequan Hardy,2021,Penn State,PAST,,,,,,,,,,,,,6,0,1,11,15,3,2,1,,,,,,,,,,,,
337584,DC,Daequan Hardy,2022,Penn State,PAST,,,,,,,,,,,,,2,1,0.5,9,13,0.5,1,0,14,22,2,0,28,,,,,,1,0
337584,DC,Daequan Hardy,2023,Penn State,PAST,,,,,,,,,,,,,7,0,1,12,22,3,2,2,19,19,1,0,19,15.5,68,16,2,248,,
337587,QB,Aidan O'Connell,2019,Purdue,INPU,163,102,1099,0.626,8,4,15,-9,0,,,,,,,,,,,,,,,,,,,,,,1,0
337587,QB,Aidan O'Connell,2020,Purdue,INPU,136,88,916,0.647,7,2,12,-64,0,,,,,,,,,,,,,,,,,,,,,,2,1
337587,QB,Aidan O'Connell,2021,Purdue,INPU,440,315,3712,0.716,28,11,25,-120,1,,,,0,0,0,1,1,0,,0,,,,,,,,,,,1,1
337587,QB,Aidan O'Connell,2022,Purdue,INPU,497,319,3481,0.642,22,13,43,-81,1,,,,,,,,,,,,,,,,,,,,,,3,1
337857,OG,Willis Patrick,2023,TCU,TXCU,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
337963,DS,Mark Perry,2019,Colorado,COUN,,,,,,,,,,,,,1,2,2,14,16,4,,0,,,,,,,,,,,,
337963,DS,Mark Perry,2020,Colorado,COUN,,,,,,,,,,,,,0,0,0,7,9,0,,0,,,,,,,,,,,,
337963,DS,Mark Perry,2021,Colorado,COUN,,,,,,,,,,,,,3,1,0,42,66,2,3,0,,,,,,,,,,,0,0
337963,DS,Mark Perry,2022,TCU,TXCU,,,,,,,,,,,,,2,0,0,49,66,5,,0,,,,,,,,,,,,
337963,DS,Mark Perry,2023,TCU,TXCU,,,,,,,,,,,,,4,0,0,39,52,2,,0,,,,,,,,,,,,
338552,DS,Daijahn Anthony,2021,Liberty,VALB,,,,,,,,,,,,,2,0,0,8,14,1,1,0,,,,,,,,,,,,
338552,DS,Daijahn Anthony,2022,Liberty,VALB,,,,,,,,,,,,,4,0,0,15,19,0.5,2,0,,,,,,,,,,,,
338552,DS,Daijahn Anthony,2023,Ole Miss,MSUN,,,,,,,,,,,,,8,0,0,28,61,2.5,3,0,,,,,,,,,,,,
338968,DC,Tyron Herring,2022,Dartmouth,NHDA,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
338968,DC,Tyron Herring,2023,Delaware,DEUN,,,,,,,,,,,,,0,0,0,5,6,0,3,0,,,,,,,,,,,0,0
338968,DC,Tyron Herring,2024,Delaware,DEUN,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
339245,IB,Kalen DeLoach,2019,Florida State,FLST,,,,,,,,,,,,,0,1,0,2,3,0,,0,,,,,,,,,,,,
339245,IB,Kalen DeLoach,2020,Florida State,FLST,,,,,,,,,,,,,0,0,0,6,7,0,,0,,,,,,,,,,,,
339245,IB,Kalen DeLoach,2021,Florida State,FLST,,,,,,,,,,,,,2,3,1,38,69,6.5,1,0,,,,,,,,,,,,
339245,IB,Kalen DeLoach,2022,Florida State,FLST,,,,,,,,,,,,,7,3,3,29,55,5.5,,0,,,,,,,,,,,,
339245,IB,Kalen DeLoach,2023,Florida State,FLST,,,,,,,,,,,,,2,0,7.5,34,67,10.5,1,0,,,,,,,,,,,0,0
339330,DE,Eric Gregory,2019,Arkansas,ARUN,,,,,,,,,,,,,0,0,0,1,4,0,,0,,,,,,,,,,,,
339330,DE,Eric Gregory,2020,Arkansas,ARUN,,,,,,,,,,,,,0,1,2.5,12,27,3,1,0,,,,,,,,,,,,
339330,DE,Eric Gregory,2021,Arkansas,ARUN,,,,,,,,,,,,,1,3,1,7,27,4,,0,,,,,,,,,,,,
339330,DE,Eric Gregory,2022,Arkansas,ARUN,,,,,,,,,,,,,0,4,2,8,19,4,,0,,,,,,,,,,,,
339330,DE,Eric Gregory,2023,Arkansas,ARUN,,,,,,,,,,,,,1,6,1,8,16,2.5,,0,,,,,,,,,,,,
339330,DE,Eric Gregory,2024,Arkansas,ARUN,,,,,,,,,,,,,1,5,3,16,43,5,,0,,,,,,,,,,,,
339883,TE,Isaac Rex,2019,BYU,UTBY,,,,,,,,,,1,0,23,,,,,,,,,,,,,,,,,,,,
339883,TE,Isaac Rex,2020,BYU,UTBY,,,,,,,,,,37,12,429,,,,,,,,,,,,,,,,,,,1,1
339883,TE,Isaac Rex,2021,BYU,UTBY,,,,,,,,,,18,3,191,,,,,,,,,,,,,,,,,,,,
339883,TE,Isaac Rex,2022,BYU,UTBY,,,,,,,,,,22,6,320,,,,,,,,,,,,,,,,,,,,
339883,TE,Isaac Rex,2023,BYU,UTBY,,,,,,,,,,34,3,422,0,0,0,1,1,0,,0,,,,,,,,,,,1,1
340182,OG,Timothy McKay,2023,NC State,NCST,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
340221,DC,Mekhi Garner,2019,Louisiana,LASW,,,,,,,,,,,,,0,0,0,4,5,0,,0,,,,,,,,,,,,
340221,DC,Mekhi Garner,2020,Louisiana,LASW,,,,,,,,,,,,,7,0,1,22,27,1,3,0,,,,,,,,,,,,
340221,DC,Mekhi Garner,2021,Louisiana,LASW,,,,,,,,,,,,,8,0,0.5,21,31,2.5,,0,,,,,,,,,,,,
340221,DC,Mekhi Garner,2022,LSU,LAST,,,,,,,,,,,,,4,1,0,26,42,1.5,,0,,,,,,,,,,,,
340242,WR,Isaiah Neyor,2020,Wyoming,WYUN,,,,,,,1,58,0,8,0,248,0,0,0,1,3,0,,0,,,,,,,,,,,,
340242,WR,Isaiah Neyor,2021,Wyoming,WYUN,,,,,,,12,23,1,44,12,878,,,,,,,,,,,,,,,,,,,2,1
